Epic;User Story Count;User Story;Description;Acceptance Criteria;Out of Scope;Test Cases
Visualización y Seguimiento Centralizado de Iniciativas;37_lider_equipo_error_carga;Como líder del equipo de operaciones, necesito un manejo adecuado de errores cuando el sistema no pueda mostrar alertas o tendencias, para mantener la confianza en la herramienta y actuar en consecuencia.;El sistema debe detectar fallos en la carga o visualización de alertas y tendencias, mostrando mensajes de error claros que permitan al líder entender el problema sin afectar la navegación o el resto del dashboard.;"- Mensajes de error claros y visibles en caso de fallos en alertas o tendencias.
- El resto del dashboard funciona sin impacto.
- El líder puede intentar recargar la sección.
- No se muestran datos corruptos o incompletos.
- Mensajes accesibles y sin jerga técnica.";"- Corrección automática de errores.
- Notificaciones externas.
- Registro avanzado para técnicos.";"Dado que hay un fallo en la carga de alertas,
Cuando el líder accede al dashboard,
Entonces se muestra un mensaje claro y el resto de la vista permanece funcional.

Dado fallo en gráficos de tendencias,
Cuando se intenta recargar,
Entonces se intenta nueva carga y se informa del resultado."
Gestión y Actualización Dinámica de Estados mediante Kanban;38_drag_drop_iniciativa_otm;Como Operations Team Member, necesito poder arrastrar y soltar iniciativas entre columnas Kanban que representan estados (Pendiente, En curso, Completado), para actualizar rápidamente el estado de una iniciativa sin abrir formularios adicionales.;Permite a los miembros del equipo de operaciones modificar el estado de las iniciativas mediante una interacción drag-and-drop en el tablero Kanban, para agilizar la actualización de estados.;"- El usuario puede arrastrar una tarjeta de iniciativa de una columna a otra (Pendiente, En curso, Completado).
- Al soltar la tarjeta, el estado de la iniciativa se actualiza inmediatamente.
- La interfaz muestra una confirmación visual inmediata del cambio.
- Solo usuarios con permiso pueden realizar esta acción.
- La actualización no requiere recarga de página ni apertura de formularios.";"- Creación o eliminación de iniciativas.
- Cambios de estado mediante formularios externos o modales.
- Actualización de métricas en tiempo real (pertenece a otro epic).";"- Dado que soy un Operations Team Member con permiso, cuando arrastro una iniciativa de 'Pendiente' a 'En curso' y la suelto, entonces el estado se actualiza a 'En curso' y la tarjeta se mueve a la columna correcta.
- Dado que no tengo permiso para modificar estados, cuando intento arrastrar una iniciativa, entonces la acción está deshabilitada.
- Dado que suelto la tarjeta en un lugar inválido, entonces la iniciativa permanece en su columna original."
Gestión y Actualización Dinámica de Estados mediante Kanban;39_inline_edit_estado_otm;Como Operations Team Member, necesito editar el estado de una iniciativa directamente dentro del tablero Kanban mediante un elemento inline (por ejemplo, un menú desplegable en la tarjeta), para modificar el estado sin abrir formularios adicionales y de forma rápida.;Facilita la edición rápida del estado de una iniciativa directamente en la tarjeta del tablero Kanban sin necesidad de navegación adicional.;"- Cada tarjeta de iniciativa permite cambiar el estado mediante un control inline (dropdown o similar).
- Al seleccionar un nuevo estado, la tarjeta se mueve automáticamente a la columna correspondiente.
- El cambio se guarda inmediatamente y se refleja en la base de datos.
- La acción está disponible sólo para usuarios con permiso.
- No se abre ningún formulario externo o modal para esta edición.";"- Edición de otros campos que no sean el estado.
- Creación o eliminación de iniciativas.
- Cambios por fuera del tablero Kanban.";"- Dado que soy un Operations Team Member, cuando selecciono un nuevo estado en el control inline de una tarjeta, entonces la tarjeta cambia de columna y el estado se guarda.
- Dado que no tengo permiso, el control inline para cambiar estado no está disponible.
- Dado que selecciono un estado inválido, se muestra un mensaje de error y el estado no cambia."
Gestión y Actualización Dinámica de Estados mediante Kanban;40_restriccion_drag_drop_otl;Como Operations Team Lead, necesito que el sistema restrinja las acciones de arrastrar y soltar iniciativas solo a usuarios autorizados, para asegurar que sólo personal con permiso pueda modificar el estado de las iniciativas y evitar cambios no autorizados.;Previene modificaciones de estado por parte de usuarios sin permiso mediante control de acceso en la funcionalidad drag-and-drop del tablero Kanban.;"- Solo los usuarios con permiso explícito pueden arrastrar y soltar tarjetas para cambiar estados.
- Usuarios sin permiso pueden ver el tablero pero no pueden arrastrar iniciativas.
- Cuando un usuario sin permiso intenta arrastrar, la interfaz muestra visualmente que la acción está deshabilitada.
- El sistema registra intentos no autorizados (opcional para auditoría).
- No se permite la actualización de estado por usuarios no autorizados a nivel backend.";"- Gestión de permisos (asignación/revocación) fuera de esta funcionalidad.
- Cambios de estado mediante otros métodos que no sean drag-and-drop.";"- Dado que soy un Operations Team Lead con permiso, puedo arrastrar iniciativas y cambiar estados.
- Dado que soy un usuario sin permiso, intento arrastrar una tarjeta y la acción está bloqueada y muestra mensaje o indicador visual.
- Dado que un usuario sin permiso envía una petición para cambiar estado por backend, la acción es rechazada."
Gestión y Actualización Dinámica de Estados mediante Kanban;41_supervision_cambios_estado_otl;Como Operations Team Lead, necesito supervisar en tiempo real los cambios de estado realizados mediante drag-and-drop, para garantizar que las actualizaciones sean correctas y oportunas.;Permite al líder de equipo monitorizar y validar en tiempo real las modificaciones del estado de iniciativas realizadas en el tablero Kanban por miembros autorizados.;"- El Operations Team Lead ve reflejados instantáneamente los cambios de estado en el tablero Kanban.
- Se muestran alertas o indicadores para cambios recientes realizados por otros usuarios.
- El tablero se actualiza sin necesidad de recarga manual.
- El líder puede confirmar visualmente que el estado de cada iniciativa es coherente con el workflow.
- La función está disponible en interfaces desktop y móviles.";"- Funcionalidades de edición directa sobre iniciativas.
- Gestión de permisos para cambios de estado.";"- Dado que soy Operations Team Lead, cuando un miembro autorizado cambia el estado de una iniciativa, veo el cambio reflejado inmediatamente.
- Cuando varios usuarios realizan cambios simultáneamente, el tablero se actualiza correctamente para mostrar el estado actual.
- Cuando no hay cambios, el tablero permanece estable sin actualizaciones innecesarias."
Gestión y Actualización Dinámica de Estados mediante Kanban;42_alerta_error_permiso_otm;Como Operations Team Member, necesito recibir una alerta visual inmediata si intento arrastrar una iniciativa sin tener permiso para modificar su estado, para entender rápidamente que la acción no está permitida y evitar confusiones.;Proporciona feedback visual claro cuando un miembro del equipo intenta cambiar estado sin permisos, mejorando la experiencia de usuario y seguridad.;"- Cuando un usuario sin permiso intenta arrastrar una iniciativa, aparece una alerta o tooltip indicando que la acción no está permitida.
- La tarjeta no se mueve y el estado no cambia.
- El sistema no realiza ninguna actualización en la base de datos.
- La alerta es visible y clara, pero no intrusiva.
- La acción se bloquea tanto a nivel frontend como backend.";"- Gestión o asignación de permisos.
- Cambios de estado por otros métodos.";"- Dado que soy un usuario sin permiso, intento arrastrar una tarjeta y veo una alerta explicativa.
- Intento arrastrar y soltar la tarjeta, pero permanece en la columna original.
- Verifico en backend que no se registran cambios de estado no autorizados."
Gestión y Actualización Dinámica de Estados mediante Kanban;43_validacion_estados_drag_drop_otm;Como Operations Team Member, necesito que al arrastrar y soltar una iniciativa para cambiar su estado, el sistema valide que el movimiento es entre columnas válidas (Pendiente, En curso, Completado), para evitar estados inválidos o inconsistentes.;Garantiza que los cambios de estado mediante drag-and-drop se realicen solo entre estados definidos y válidos, manteniendo la integridad del flujo de trabajo.;"- El sistema permite mover tarjetas solo entre las columnas Pendiente, En curso y Completado.
- Si el usuario intenta soltar la tarjeta fuera de estas columnas, la acción se cancela y la tarjeta vuelve a su posición original.
- Se muestra un mensaje o indicación visual si se intenta un movimiento inválido.
- La base de datos no se actualiza con estados inválidos.";"- Definición o creación de nuevos estados fuera de estas tres columnas.
- Cambios de estado mediante otros mecanismos.";"- Dado que arrastro una iniciativa y la suelto fuera de una columna válida, la tarjeta regresa a la columna original y se muestra un mensaje.
- Dado que muevo una iniciativa entre columnas válidas, el estado se actualiza correctamente.
- Se verifica en base de datos que no se guardan estados inválidos."
Gestión y Actualización Dinámica de Estados mediante Kanban;44_recalculo_contadores_otm;Como Operations Team Member, necesito que los contadores se recalculen y actualicen automáticamente al cambiar el estado de una iniciativa, para recibir feedback inmediato sobre el impacto de mis acciones en el tablero.;Esta historia asegura que cuando un miembro del equipo de operaciones cambia el estado de una iniciativa (por ejemplo, mediante drag-and-drop en Kanban), los contadores de iniciativas por estado se actualizan al instante sin necesidad de refrescar la página, mostrando números exactos y actuales.;"- Al arrastrar y soltar una iniciativa a una nueva columna de estado, el contador de la columna origen disminuye en 1.
- El contador de la columna destino aumenta en 1 inmediatamente.
- No se requiere recarga manual de la página para ver los cambios.
- Los contadores reflejan el número real de iniciativas en cada estado tras la acción.
- Se muestra un indicador visual de actualización exitosa (por ejemplo, animación o cambio de color breve).
- El sistema maneja correctamente cambios simultáneos realizados por otros usuarios sin inconsistencias.";"- Validación o control de permisos para el cambio de estado.
- Modificación manual o edición de contadores.
- Actualización de otras métricas no relacionadas con estados.
- Visualización o cambios en otras partes del dashboard fuera de los contadores.";"- Dado que un Operations Team Member arrastra una iniciativa de ""Pendiente"" a ""En curso""
  Cuando suelta la iniciativa en la columna destino
  Entonces el contador de ""Pendiente"" disminuye en 1
  Y el contador de ""En curso"" aumenta en 1
  Y la actualización se refleja sin recargar la página.

- Dado que varios usuarios cambian estados simultáneamente
  Cuando se actualizan los contadores
  Entonces todos muestran números consistentes y sincronizados sin errores."
Gestión y Actualización Dinámica de Estados mediante Kanban;45_visualizacion_sincronizada_otl;Como Operations Team Lead, necesito que las métricas y contadores se muestren en tiempo real y se sincronicen para todos los usuarios simultáneamente, para asegurar la visibilidad y control inmediato del progreso del equipo.;Esta historia garantiza que el líder del equipo de operaciones pueda ver que cualquier cambio en el estado de las iniciativas se refleja instantáneamente en las métricas y contadores en todos los dispositivos y sesiones de usuario, manteniendo la transparencia y coordinación sin retrasos.;"- Cuando cualquier usuario modifica el estado de una iniciativa, el Operations Team Lead ve la actualización reflejada al instante.
- Las métricas y contadores están sincronizados en todas las sesiones abiertas del sistema.
- No es necesario que el líder recargue la página para ver los cambios.
- La actualización simultánea funciona en distintos navegadores y dispositivos.
- Se mantiene la integridad y consistencia de los datos en caso de múltiples cambios concurrentes.";"- Control de permisos para modificar estados.
- Edición manual o personalizada de métricas.
- Visualización de detalles específicos de iniciativas o reportes fuera de contadores.
- Gestión de alertas o notificaciones.
";"- Dado que un Operations Team Member cambia el estado de una iniciativa
  Cuando el Operations Team Lead observa el dashboard
  Entonces los contadores se actualizan instantáneamente sin recargar la página.

- Dado que múltiples usuarios están conectados simultáneamente
  Cuando se cambia el estado de una iniciativa
  Entonces todos los usuarios ven la actualización reflejada en tiempo real."
Gestión y Actualización Dinámica de Estados mediante Kanban;46_refresco_automatico_av;Como Authorized Viewer, necesito que las métricas y contadores de iniciativas por estado se refresquen automáticamente sin necesidad de recargar la página, para poder monitorear el progreso actualizado en tiempo real sin riesgo de modificar datos.;Esta historia permite que los usuarios con acceso solo de visualización observen cambios en los contadores y métricas en tiempo real, garantizando que siempre vean datos actuales y sincronizados sin interacción adicional ni posibilidad de editar.;"- Los contadores de iniciativas por estado se actualizan automáticamente ante cualquier cambio realizado por usuarios con permisos.
- El Authorized Viewer no puede modificar estados ni interaccionar con las métricas.
- No se requiere recarga manual de la página para ver datos actuales.
- La interfaz muestra claramente que los datos están sincronizados y actualizados.
- El refresco ocurre sin interrupciones ni errores visuales.";"- Modificación o edición directa por parte del Authorized Viewer.
- Visualización de informes detallados o accesos a funciones administrativas.
- Cambios en otras áreas del dashboard no relacionados con métricas y contadores.
";"- Dado que un Operations Team Member cambia el estado de una iniciativa
  Cuando un Authorized Viewer tiene abierto el dashboard
  Entonces los contadores se actualizan automáticamente en el tiempo real sin recargar.

- Dado que no hay cambios en los estados
  Cuando el Authorized Viewer observa el dashboard
  Entonces los contadores permanecen estables y sin refrescos innecesarios."
Gestión y Actualización Dinámica de Estados mediante Kanban;47_actualizacion_instantanea_indicadores_otm;Como Operations Team Member, necesito que los indicadores visuales de métricas y contadores se actualicen instantáneamente sin recargar la página, para mantener fluidez en mi flujo de trabajo y aseguramiento inmediato de los datos reflejados.;Esta historia se centra en la experiencia de usuario que requiere que, tras cambiar el estado de una iniciativa, los indicadores visuales (colores, números, gráficos simples) se refresquen al instante, sin interrupciones ni necesidad de acciones extras.;"- Tras cambiar el estado de una iniciativa, los contadores y métricas cambian visualmente de forma inmediata.
- No se requiere recarga o navegación para ver la actualización.
- Cambios visuales incluyen animaciones sutiles o feedback visual claro.
- El sistema maneja actualizaciones rápidas y sucesivas sin errores o bloqueos.
- El usuario puede continuar trabajando sin perder contexto ni datos.";"- Personalización de estilos o temas de indicadores.
- Modificación manual de indicadores o métricas.
- Visualización de historiales o reportes avanzados.";"- Dado que un Operations Team Member cambia el estado de una iniciativa
  Cuando la actualización del contador ocurre
  Entonces el indicador visual cambia inmediatamente mostrando el nuevo valor.

- Dado que se hacen cambios rápidos y repetidos
  Cuando el sistema actualiza los indicadores
  Entonces no hay retrasos ni errores visuales."
Gestión y Actualización Dinámica de Estados mediante Kanban;48_gestion_errores_actualizacion_otl;Como Operations Team Lead, necesito que el sistema maneje errores o inconsistencias en la actualización de métricas y contadores en tiempo real, para recibir alertas claras y evitar decisiones basadas en datos imprecisos.;Esta historia asegura que, ante un fallo en la actualización automática de contadores (por ejemplo, pérdida de conexión o conflicto de datos), el sistema notifique adecuadamente al líder y mantenga la integridad de la interfaz sin mostrar datos erróneos o desincronizados.;"- Si ocurre un error al actualizar los contadores en tiempo real, se muestra una notificación visible y clara al Operations Team Lead.
- La interfaz mantiene los últimos datos válidos sin mostrar valores incorrectos.
- Se ofrece opción para reintentar la actualización manualmente.
- El sistema registra el error para auditoría y análisis posterior.
- Otros usuarios no afectados continúan viendo datos consistentes o reciben notificaciones similares si corresponde.";"- Solución automática de conflictos sin intervención.
- Gestión de errores en otras funcionalidades fuera de métricas y contadores.
- Modificación manual de datos para corregir errores.";"- Dado que hay una caída en la conexión durante la actualización de métricas
  Cuando el Operations Team Lead utiliza el dashboard
  Entonces aparece una notificación de error clara y los contadores muestran datos previos.

- Dado que se produce un conflicto de datos en la actualización
  Cuando el usuario intenta refrescar manualmente
  Entonces el sistema reintenta y confirma la sincronización o muestra un mensaje de fallo."
Gestión y Actualización Dinámica de Estados mediante Kanban;49_gestion_errores_refresco_av;Como Authorized Viewer, necesito que el sistema maneje errores en la actualización automática de métricas y contadores sin interrumpir mi visualización, para mantener confianza en la información mostrada aunque haya problemas técnicos.;Esta historia garantiza que en caso de un fallo en el refresco en tiempo real, el Authorized Viewer no pierda acceso visual ni reciba datos erróneos, y sea informado de forma no intrusiva sobre la situación para evitar confusiones.;"- Si la actualización automática falla, el Authorized Viewer ve un mensaje discreto indicando que los datos podrían estar desactualizados.
- Los contadores muestran la última información válida sin valores erróneos.
- No se bloquea la navegación ni la visualización del dashboard.
- El mensaje desaparece automáticamente cuando la conexión se restablece y los datos se actualizan.
- No se permite ninguna acción de modificación por parte del viewer, manteniendo su rol de solo lectura.";"- Soluciones automáticas complejas para restaurar datos.
- Notificaciones intrusivas o modales que bloqueen la interfaz.
- Acciones administrativas para resolver fallos.";"- Dado que la conexión para actualizar métricas se pierde
  Cuando un Authorized Viewer está viendo el dashboard
  Entonces aparece un mensaje discreto indicando posible desactualización.

- Dado que la conexión se restablece
  Cuando el sistema actualiza los datos
  Entonces el mensaje de alerta desaparece y los datos se muestran actualizados."
Gestión y Actualización Dinámica de Estados mediante Kanban;50_alertas_vencimiento_otm;Como miembro del equipo de operaciones, necesito ver alertas visuales para iniciativas que se acercan a su fecha límite dentro de la interfaz Kanban, para poder priorizar mi atención y responder a proyectos críticos a tiempo.;Permitir que el miembro del equipo vea alertas claras y visuales (por ejemplo, iconos o resaltados) en la interfaz Kanban para iniciativas que estén próximas a vencer, facilitando la identificación rápida de prioridades.;"- Se muestran alertas visuales en tarjetas de iniciativas con fecha límite próxima (configurable, ej. 3 días antes).
- Las alertas deben ser visibles sin necesidad de abrir detalles adicionales.
- Las alertas desaparecen o cambian cuando la fecha límite ya no es próxima.
- Las alertas se actualizan en tiempo real sin recargar la página.";"- Configuración avanzada de alertas por usuario.
- Notificaciones vía email o móvil.
- Cambios de estado automáticos basados en alertas.";"- Dado un proyecto con fecha límite a 2 días, cuando el miembro de operaciones abre el Kanban, entonces debe verse una alerta visual en la tarjeta.
- Dado un proyecto con fecha límite a 5 días, cuando se visualiza el Kanban, no debe mostrarse alerta.
- Cuando pasa la fecha límite, la alerta debe desaparecer o cambiar de estado.
- Al modificar la fecha límite de una iniciativa, la alerta debe actualizarse en tiempo real."
Gestión y Actualización Dinámica de Estados mediante Kanban;51_filtro_estado_prioridad_otm;Como miembro del equipo de operaciones, necesito poder filtrar iniciativas en el tablero Kanban por estado y prioridad mediante controles visibles en el dashboard, para enfocar mi trabajo en las iniciativas más relevantes.;Incluir filtros desplegables o botones en el dashboard Kanban que permitan seleccionar uno o varios estados y niveles de prioridad para mostrar solo las iniciativas que cumplan con esos criterios.;"- Se debe mostrar un filtro para seleccionar estados (ej. Pendiente, En curso, Completado).
- Se debe mostrar un filtro para seleccionar prioridad (ej. Alta, Media, Baja).
- El tablero actualiza la vista para mostrar solo iniciativas que cumplen los filtros.
- La selección de filtros se puede combinar y limpiar fácilmente.
- Los filtros se aplican y actualizan en tiempo real sin recargar la página.";"- Guardar configuraciones de filtro por usuario.
- Filtros avanzados por otros atributos.
- Exportar listas filtradas.";"- Dado que el miembro selecciona estado 'En curso', cuando aplica el filtro, entonces solo se muestran iniciativas en estado 'En curso'.
- Dado que el miembro selecciona prioridad 'Alta', cuando aplica el filtro, entonces solo se muestran iniciativas con prioridad alta.
- Dado que el miembro combina filtros de estado 'Pendiente' y prioridad 'Media', entonces solo se muestran iniciativas que cumplen ambas condiciones.
- Al limpiar filtros, el tablero muestra todas las iniciativas."
Gestión y Actualización Dinámica de Estados mediante Kanban;52_broadcast_cambios_alertas_otm;Como miembro del equipo de operaciones, necesito que los cambios de estado y las alertas se transmitan en tiempo real a todos los usuarios conectados para mantener la colaboración y evitar información desactualizada.;Implementar un mecanismo de actualización en tiempo real que notifique a todos los usuarios conectados en el Kanban sobre cambios de estado de iniciativas y alertas, reflejando la información sincronizada al instante.;"- Cuando un miembro cambia el estado de una iniciativa, el cambio se muestra instantáneamente en el Kanban de otros usuarios.
- Las alertas generadas o modificadas se actualizan en tiempo real en todos los usuarios.
- No se requiere recargar la página para visualizar estas actualizaciones.
- Se maneja la desconexión y reconexión sin pérdida de sincronización.";"- Notificaciones push externas.
- Historial de cambios en tiempo real.
- Edición simultánea en conflicto.";"- Dado que un miembro cambia el estado de una iniciativa, cuando otro miembro está conectado, entonces ve el cambio reflejado inmediatamente.
- Dado que se genera una nueva alerta de fecha límite, cuando un miembro está conectado, entonces la alerta aparece sin recargar.
- Cuando un usuario se desconecta y vuelve a conectar, el estado y alertas están sincronizados correctamente."
Gestión y Actualización Dinámica de Estados mediante Kanban;53_alertas_vencimiento_otl;Como líder del equipo de operaciones, necesito ver alertas visuales y resúmenes para iniciativas que se aproximan a su fecha límite dentro del dashboard Kanban, para supervisar riesgos y tomar decisiones oportunas.;Mostrar alertas destacadas y un resumen consolidado de iniciativas con fechas límite próximas en el Kanban, permitiendo al líder tener una visión rápida de proyectos críticos.;"- Las alertas visuales deben ser claramente visibles en tarjetas y en un panel resumen.
- El resumen muestra número total de iniciativas próximas a vencer.
- Las alertas se actualizan en tiempo real y reflejan cambios inmediatos.
- Se puede acceder al detalle desde la alerta para ver iniciativas específicas.";"- Alertas personalizadas a nivel de usuario.
- Envío de reportes automáticos.
- Gestión de alertas fuera del Kanban.";"- Dado que hay 3 iniciativas con fecha límite próxima, cuando el líder abre el Kanban, entonces ve una alerta con indicador numérico '3' en el resumen.
- Cuando pasa la fecha límite, el resumen se actualiza automáticamente.
- Al hacer clic en la alerta, el líder ve la lista detallada de iniciativas próximas a vencer."
Gestión y Actualización Dinámica de Estados mediante Kanban;54_filtro_estado_prioridad_otl;Como líder del equipo de operaciones, necesito filtrar las iniciativas en el tablero Kanban por estado y prioridad para supervisar específicamente los trabajos que requieren atención inmediata.;Proveer controles de filtrado en el dashboard Kanban accesibles para el líder que permitan seleccionar estados y prioridades, facilitando la gestión y supervisión focalizada.;"- El líder puede seleccionar uno o varios estados y niveles de prioridad para filtrar la vista.
- El tablero se actualiza inmediatamente mostrando solo las iniciativas que cumplen los filtros.
- Los filtros se pueden combinar y limpiar con facilidad.
- El filtro respeta permisos y muestra todas las iniciativas disponibles para el líder.";"- Guardado permanente de filtros.
- Filtrado por otros campos no mencionados.
- Exportación o impresión de la vista filtrada.";"- Dado que el líder selecciona estado 'Pendiente', cuando aplica filtro, entonces solo ve iniciativas pendientes.
- Dado que el líder selecciona prioridad 'Alta', cuando aplica filtro, entonces solo ve prioridades altas.
- Al combinar filtro por estado 'En curso' y prioridad 'Media', solo se muestran iniciativas que cumplen ambos.
- Al limpiar filtros, se muestran todas las iniciativas."
Gestión y Actualización Dinámica de Estados mediante Kanban;55_broadcast_cambios_alertas_otl;Como líder del equipo de operaciones, necesito que cualquier cambio en el estado de una iniciativa o actualización de alertas se transmita en tiempo real a todos los usuarios para garantizar la transparencia y coordinación del equipo.;Implementar un sistema de notificación en tiempo real que permita al líder y a todo el equipo ver inmediatamente cualquier cambio de estado o alerta, sin necesidad de refrescar el tablero.;"- Los cambios realizados por cualquier usuario se reflejan instantáneamente en el tablero de todos los usuarios.
- Las alertas de próximas fechas límite se actualizan automáticamente para todos.
- El sistema maneja reconexiones y mantiene la sincronización.
- El líder puede verificar que los datos mostrados son actuales sin intervención manual.";"- Notificaciones fuera de la plataforma.
- Gestión manual de conflictos de edición.
- Registro detallado de cambios en esta funcionalidad.";"- Cuando un operador cambia el estado de una iniciativa, el líder ve el cambio reflejado en tiempo real.
- Se genera una alerta de fecha límite próxima, todos los usuarios conectados la reciben al instante.
- Ante reconexión tras desconexión, el tablero se actualiza automáticamente con la información más reciente."
Gestión y Actualización Dinámica de Estados mediante Kanban;56_alertas_vencimiento_av;Como visualizador autorizado, necesito ver alertas claras para iniciativas que se acercan a su fecha límite dentro del tablero Kanban, para mantenerme informado sin riesgo de modificar datos.;Mostrar alertas visibles en las tarjetas y el tablero Kanban para todas las iniciativas con fechas próximas a vencer, facilitando el seguimiento visual para usuarios con acceso sólo de lectura.;"- Las alertas aparecen en tarjetas con fechas próximas a vencer.
- Las alertas no permiten interacción que modifique la iniciativa.
- Las alertas se actualizan en tiempo real.
- No hay opciones de edición disponibles para el visualizador autorizado.";"- Modificación o gestión de alertas.
- Configuración personalizada de alertas.
- Notificaciones externas.";"- Dado que hay una iniciativa con fecha límite próxima, cuando el visualizador autorizado abre el tablero, ve la alerta en la tarjeta.
- No puede modificar la tarjeta ni sus datos.
- La alerta desaparece o cambia cuando pasa la fecha límite sin necesidad de recargar."
Gestión y Actualización Dinámica de Estados mediante Kanban;57_filtro_estado_prioridad_av;Como visualizador autorizado, necesito poder aplicar filtros por estado y prioridad en el tablero Kanban para enfocarme en las iniciativas que deseo monitorear, sin riesgo de alterar la información.;Proveer controles de filtrado en la vista Kanban para usuarios con rol de visualizador autorizado, permitiendo seleccionar estados y prioridades para ver solo las iniciativas deseadas.;"- El visualizador puede seleccionar filtros por estado y prioridad.
- El tablero se actualiza mostrando sólo las iniciativas que cumplen los filtros.
- No existen opciones para modificar iniciativas.
- Los filtros se aplican y limpian fácilmente.
- La vista es actualizada en tiempo real.";"- Guardar preferencias de filtro.
- Modificación de iniciativas o estados.
- Exportación o reporte de los datos filtrados.";"- Cuando el visualizador selecciona estado 'Completado', el tablero muestra solo esas iniciativas.
- Cuando selecciona prioridad 'Alta', solo se muestran iniciativas con esa prioridad.
- Al combinar filtros, se muestran iniciativas que cumplen ambos criterios.
- Al limpiar filtros, se muestran todas las iniciativas."
Gestión y Actualización Dinámica de Estados mediante Kanban;58_broadcast_cambios_alertas_av;Como visualizador autorizado, necesito que los cambios de estado y alertas se transmitan en tiempo real para mantener una vista actualizada y confiable, sin posibilidad de editar información.;Garantizar que el visualizador autorizado reciba actualizaciones en vivo sobre cambios en estados y alertas, asegurando información sincronizada sin intervención ni edición posible.;"- El tablero se actualiza automáticamente ante cualquier cambio de estado o alerta.
- El visualizador no puede modificar ninguna información.
- Las actualizaciones ocurren sin recarga manual.
- El sistema maneja desconexiones y reconexiones manteniendo la información actualizada.";"- Acciones de edición o aprobación.
- Notificaciones externas.
- Visualización de historial de cambios.";"- Cuando otro usuario cambia el estado, el visualizador ve la actualización instantáneamente.
- Al generarse una alerta nueva, el visualizador la recibe sin refrescar.
- Al reconectar tras desconexión, el tablero muestra la información más reciente."
Gestión y Actualización Dinámica de Estados mediante Kanban;59_error_broadcast_otm;Como miembro del equipo de operaciones, necesito recibir un mensaje de error claro si la transmisión en tiempo real falla, para entender que no estoy viendo la información actualizada y tomar acciones adecuadas.;Mostrar una notificación o mensaje visible y comprensible cuando el sistema de actualización en tiempo real falle o se desconecte, alertando al usuario sobre la posible desactualización de datos.;"- Si la conexión en tiempo real se pierde, aparece un mensaje visible en el dashboard.
- El mensaje explica que puede haber datos desactualizados.
- El mensaje desaparece automáticamente o con acción del usuario cuando la conexión se restablece.
- No se bloquean otras funcionalidades mientras existe el error.";"- Reconexión automática compleja.
- Acciones manuales para recuperar datos.
- Alertas fuera del sistema web.";"- Dado que la conexión de broadcast se pierde, cuando el usuario está en el tablero, aparece un mensaje de error.
- Al restablecer la conexión, el mensaje desaparece automáticamente.
- Durante el error, el usuario puede seguir navegando y filtrando."
Gestión y Actualización Dinámica de Estados mediante Kanban;60_error_broadcast_otl;Como líder del equipo de operaciones, necesito recibir una alerta visible cuando las iniciativas no se actualizan en el tiempo esperado debido a un fallo en la sincronización en tiempo real, para poder tomar medidas correctivas.;El sistema debe mostrar una alerta destacada para el líder si la actualización en tiempo real de estados o alertas falla, indicando que la información puede estar desactualizada.;"- Detecta fallos en la transmisión en tiempo real.
- Muestra una alerta visible y persistente sólo para el líder.
- La alerta explica el problema y posibles implicaciones.
- La alerta desaparece cuando la sincronización se restablece.
- No bloquea otras funcionalidades del tablero.";"- Soporte para resolución automática.
- Notificaciones fuera del sistema.
- Registros detallados de error.";"- Cuando el broadcast falla, el líder ve una alerta visible.
- Al restablecerse el servicio, la alerta desaparece.
- Otras funcionalidades siguen operativas durante la alerta."
Gestión y Actualización Dinámica de Estados mediante Kanban;61_error_broadcast_av;Como visualizador autorizado, necesito que si la actualización en tiempo real falla, el sistema me notifique con un mensaje no intrusivo para saber que la información podría no estar actualizada sin afectar mi navegación.;Mostrar una notificación sutil pero visible cuando la sincronización en tiempo real no funciona para usuarios con solo acceso de lectura, para mantener transparencia sobre la frescura de la información.;"- Aparece un mensaje no intrusivo en la interfaz cuando hay fallo en la transmisión en tiempo real.
- El mensaje indica que la información puede estar desactualizada.
- El mensaje desaparece cuando se restablece la conexión.
- No bloquea la navegación ni el uso del tablero.";"- Funcionalidades de reparación o reconexión.
- Notificaciones externas.
- Intervención manual del usuario para ocultar el mensaje.";"- Cuando se pierde la conexión broadcast, el visualizador ve un mensaje sutil.
- Al reconectar, el mensaje desaparece automáticamente.
- El usuario puede seguir navegando normalmente."
