Epic;User Story Count;User Story;Description;Acceptance Criteria;Out of Scope;Test Cases
Visualización y Seguimiento en el Dashboard;37_filtro_prioridad_usuario;Como Usuario, necesito un selector de filtros por prioridad (alta, media, baja) en el dashboard, para poder visualizar únicamente las iniciativas que tengan la prioridad que necesito atender primero y así organizar mejor mis tareas.;El Usuario podrá filtrar iniciativas en el dashboard según su prioridad para enfocar su atención en las que requieran mayor urgencia o importancia, mejorando la gestión personal de sus proyectos.;"- El dashboard muestra un filtro que permite seleccionar prioridades: alta, media y baja.
- El usuario puede seleccionar una o más prioridades simultáneamente.
- Al aplicar el filtro, solo se muestran iniciativas que coinciden con las prioridades seleccionadas.
- El filtro se puede limpiar para volver a la vista completa.";"- Filtros por estado.
- Guardado de filtros.
- Funciones administrativas.";"- Dado que un Usuario selecciona filtro por prioridad ""alta"", cuando el filtro se aplica, entonces solo se muestran iniciativas con prioridad alta.
- Dado que un Usuario selecciona ""alta"" y ""media"", entonces se muestran iniciativas con cualquiera de esas prioridades.
- Dado que un Usuario limpia el filtro, entonces se muestran todas las iniciativas."
Visualización y Seguimiento en el Dashboard;38_filtro_prioridad_administrador;Como Administrador, necesito un selector de filtros por prioridad (alta, media, baja) en el dashboard, para poder segmentar iniciativas según su importancia y priorizar acciones o asignaciones de recursos correctamente.;El Administrador podrá utilizar filtros por prioridad para visualizar solo las iniciativas que requieren atención urgente o prioritaria, optimizando la gestión general.;"- El dashboard presenta filtros de prioridad con opciones alta, media y baja.
- El administrador puede seleccionar múltiples prioridades a la vez.
- La lista de iniciativas se actualiza para mostrar solo las que coinciden con las prioridades seleccionadas.
- El filtro puede resetearse para mostrar todas las iniciativas.";"- Filtro por estado.
- Guardado o gestión avanzada de filtros.
- Eliminación de iniciativas.";"- Dado que un Administrador filtra por prioridad ""media"", cuando se aplica el filtro, entonces sólo se visualizan iniciativas con prioridad media.
- Dado que un Administrador combina filtros ""baja"" y ""alta"", entonces se muestran iniciativas con cualquiera de esas prioridades.
- Dado que un Administrador quita el filtro, entonces se muestran todas las iniciativas sin restricción."
Visualización y Seguimiento en el Dashboard;39_filtro_multiple_usuario;Como Usuario, necesito poder combinar filtros por estado y prioridad simultáneamente en el dashboard, para segmentar la visualización y enfocarme en iniciativas que cumplan ambos criterios y optimizar mi seguimiento.;El Usuario podrá aplicar varios filtros a la vez (estado y prioridad) para obtener una vista segmentada y precisa de las iniciativas que cumplen ambos criterios, facilitando la toma de decisiones focalizadas.;"- El dashboard permite seleccionar filtros por estado y prioridad simultáneamente.
- El usuario puede combinar múltiples estados y prioridades.
- La lista de iniciativas se actualiza mostrando solo las que cumplen todos los filtros activos.
- Al modificar o quitar un filtro, la lista se actualiza en consecuencia.
- Es posible limpiar todos los filtros y volver a la vista completa.";"- Guardar configuraciones de filtros.
- Funciones administrativas como eliminación.";"- Dado que un Usuario selecciona estado ""Pendiente"" y prioridad ""alta"", cuando aplica el filtro, entonces solo se muestran iniciativas pendientes con prioridad alta.
- Dado que un Usuario agrega estado ""En curso"" y prioridad ""media"" al filtro anterior, entonces se muestran iniciativas que estén pendientes o en curso y que tengan prioridad alta o media.
- Dado que un Usuario limpia uno de los filtros, la lista se actualiza para reflejar el cambio."
Visualización y Seguimiento en el Dashboard;40_filtro_multiple_administrador;Como Administrador, necesito poder combinar múltiples filtros por estado y prioridad en el dashboard, para segmentar la visualización y analizar las iniciativas que cumplan varios criterios simultáneamente y facilitar la gestión estratégica.;El Administrador podrá aplicar filtros compuestos para filtrar iniciativas según varios estados y prioridades a la vez, obteniendo una vista segmentada que le permita tomar decisiones más informadas.;"- El dashboard permite seleccionar múltiples estados y prioridades simultáneamente.
- La lista de iniciativas muestra solo las que cumplen todos los filtros aplicados.
- El administrador puede añadir o quitar filtros y la lista se actualiza dinámicamente.
- Existe opción para limpiar todos los filtros y volver a la vista completa.";"- Guardar configuraciones de filtros.
- Eliminación o gestión avanzada de iniciativas.";"- Dado que un Administrador selecciona filtros por estado ""Completado"" y prioridad ""baja"", cuando se aplican, solo se ven iniciativas completadas con prioridad baja.
- Dado que un Administrador combina estados ""Pendiente"", ""En curso"" y prioridades ""alta"", ""media"", entonces se ven iniciativas que cumplan cualquiera de los estados y prioridades seleccionados.
- Dado que un Administrador limpia los filtros, la lista se muestra sin restricciones."
Visualización y Seguimiento en el Dashboard;41_guardar_filtros_usuario;Como Usuario, necesito poder guardar configuraciones de filtros frecuentes en el dashboard, para acceder rápidamente a vistas segmentadas que utilizo habitualmente y así ahorrar tiempo en la navegación.;El Usuario podrá guardar una o varias configuraciones personalizadas de filtros (por estado y prioridad) para poder aplicarlas con un solo clic, facilitando el acceso repetido a segmentos de interés.;"- El usuario puede guardar la configuración actual de filtros con un nombre personalizado.
- El usuario puede acceder a un listado de configuraciones guardadas.
- Al seleccionar una configuración guardada, el dashboard aplica automáticamente los filtros correspondientes.
- El usuario puede eliminar o renombrar configuraciones guardadas.
- Se muestra confirmación al guardar, aplicar o eliminar configuraciones.";"- Guardar configuraciones de filtros para otros usuarios.
- Gestión avanzada de permisos sobre configuraciones.
- Exportar configuraciones de filtros.";"- Dado que un Usuario aplica ciertos filtros y guarda la configuración con nombre ""Mis pendientes urgentes"", cuando accede a esa configuración, entonces el filtro se aplica automáticamente.
- Dado que un Usuario elimina una configuración guardada, entonces esa configuración ya no aparece en la lista.
- Dado que un Usuario intenta guardar una configuración con nombre duplicado, se muestra mensaje de error."
Visualización y Seguimiento en el Dashboard;42_guardar_filtros_administrador;Como Administrador, necesito guardar configuraciones frecuentes de filtros en el dashboard, para agilizar la supervisión rápida de segmentos específicos de iniciativas y optimizar mi flujo de trabajo.;El Administrador podrá guardar y gestionar configuraciones personalizadas de filtros para acceder rápidamente a vistas segmentadas recurrentes, facilitando análisis y toma de decisiones efectivas.;"- El administrador puede guardar la configuración actual de filtros con un nombre.
- Puede acceder y aplicar configuraciones guardadas desde un menú.
- Puede eliminar o renombrar configuraciones guardadas.
- El sistema confirma las acciones de guardar, aplicar y eliminar.
- No se permiten nombres duplicados para configuraciones guardadas.";"- Compartir configuraciones entre usuarios.
- Exportar configuraciones.
- Cambios automáticos de filtros sin intervención del usuario.";"- Dado que un Administrador guarda una configuración llamada ""Alta prioridad en curso"", cuando la selecciona luego, la vista se actualiza con esos filtros.
- Dado que un Administrador intenta guardar una configuración con un nombre existente, recibe un mensaje de error.
- Dado que un Administrador elimina una configuración guardada, esta desaparece del listado."
Visualización y Seguimiento en el Dashboard;43_error_filtro_sin_resultados_usuario;Como Usuario, necesito recibir un mensaje de error amigable cuando intento aplicar un filtro con combinaciones inválidas o que no devuelven resultados, para comprender que debo modificar los filtros y evitar confusión.;El sistema detectará cuando una combinación de filtros aplicada no arroje resultados o sea inválida, mostrando un mensaje claro que indique al usuario revisar o cambiar los filtros para obtener información visible.;"- Si la combinación de filtros no devuelve iniciativas, se muestra un mensaje claro indicando ""No se encontraron iniciativas con los filtros aplicados"".
- El mensaje sugiere modificar o limpiar filtros.
- El usuario puede cerrar el mensaje y ajustar filtros sin perder la configuración actual.
- No se bloquea la interfaz ni se produce error técnico.";"- Validación avanzada de filtros antes de aplicar.
- Corrección automática de filtros inválidos.
- Reportes o logs técnicos.";"- Dado que un Usuario aplica filtros que no corresponden a ninguna iniciativa, entonces aparece el mensaje ""No se encontraron iniciativas con los filtros aplicados"".
- Dado que el Usuario cierra el mensaje, puede modificar filtros y volver a aplicar sin errores.
- Dado que el Usuario limpia los filtros, la lista muestra todas las iniciativas."
Visualización y Seguimiento en el Dashboard;44_error_filtro_sin_resultados_administrador;Como Administrador, necesito recibir un mensaje de error claro cuando una combinación de filtros aplicada no arroje resultados, para poder identificar rápidamente que no hay iniciativas que cumplan esos criterios y ajustar la búsqueda.;El sistema notificará al Administrador con un mensaje informativo cuando la combinación de filtros no muestre resultados, evitando confusión y facilitando la revisión de los criterios aplicados.;"- Al aplicar filtros sin resultados, se muestra un mensaje ""No existen iniciativas con los filtros seleccionados"".
- El mensaje permite al Administrador entender que debe cambiar o limpiar filtros.
- Se puede cerrar el mensaje sin afectar la configuración actual.
- No se produce bloqueo o error de carga en el dashboard.";"- Sugerencias automáticas de filtros alternativos.
- Registro o reporte de errores técnicos.
- Validación previa a la aplicación de filtros.";"- Dado que un Administrador aplica filtros que no coinciden con ninguna iniciativa, aparece el mensaje correspondiente.
- Dado que el Administrador cierra el mensaje, puede modificar o limpiar filtros.
- Dado que se eliminan los filtros, se muestran todas las iniciativas."
Visualización y Seguimiento en el Dashboard;45_usuario_consultar_vencimientos_proximos;Como Usuario, necesito consultar la lista de iniciativas con fechas límite próximas dentro de un período definido, para anticipar vencimientos y planificar mis tareas a tiempo.;El Usuario podrá acceder a una vista filtrada que muestre solo las iniciativas cuya fecha límite esté dentro de un rango de fechas seleccionado (por ejemplo, próximos 7, 14 o 30 días). Esta vista debe ser accesible desde el dashboard y permitir una navegación clara y ordenada.;"- El usuario puede seleccionar un rango de fechas predefinido o personalizado para filtrar las iniciativas.
- La lista muestra únicamente iniciativas con fechas límite dentro del rango seleccionado.
- La vista incluye columnas con nombre de iniciativa, fecha límite y estado.
- La vista es accesible desde un botón o pestaña claramente visible en el dashboard.
- La vista se actualiza en tiempo real al cambiar el rango de fechas.";"- Crear, editar o eliminar iniciativas.
- Gestión de configuraciones avanzadas del dashboard.
- Visualización de iniciativas fuera del rango de fechas definido.";"- Dado que el usuario está en el dashboard, cuando selecciona el filtro ""Próximos 7 días"", entonces se muestran solo iniciativas con fecha límite en ese rango.
- Dado que el usuario selecciona un rango personalizado, cuando cambia el rango, la lista se actualiza mostrando solo las iniciativas que cumplen.
- Dado que no hay iniciativas en el rango seleccionado, cuando aplica el filtro, entonces se muestra un mensaje ""No hay iniciativas con vencimientos próximos""."
Visualización y Seguimiento en el Dashboard;46_usuario_alertas_vencimientos_inminentes;Como Usuario, necesito recibir alertas visuales o notificaciones sobre vencimientos inminentes, para priorizar mis acciones y evitar retrasos en las tareas críticas.;El sistema mostrará alertas visuales (como iconos, colores o banners) directamente en la vista de vencimientos próximos y/o enviará notificaciones dentro del dashboard para informar al Usuario sobre iniciativas que están próximas a vencer, según un umbral definido (por ejemplo, 3 días antes).;"- Las iniciativas con fecha límite dentro del umbral definido se resaltan con un color o icono distintivo.
- El usuario recibe una notificación visible en el dashboard al iniciar sesión si hay vencimientos próximos.
- Las alertas se actualizan automáticamente conforme se acerquen las fechas límite.
- El usuario puede identificar fácilmente cuáles iniciativas requieren atención inmediata.
- Las alertas no interfieren con otras funcionalidades del dashboard.";"- Envío de notificaciones por correo electrónico o SMS.
- Configuración avanzada de alertas personalizada por usuario.
- Gestión o edición de iniciativas desde las alertas.";"- Dado que una iniciativa tiene fecha límite a 2 días, cuando el usuario accede al dashboard, entonces la iniciativa aparece resaltada con un color rojo.
- Dado que hay 3 iniciativas próximas a vencer, cuando el usuario inicia sesión, entonces recibe una notificación visible en el dashboard.
- Dado que una iniciativa vence en 5 días, cuando el usuario visualiza la lista, entonces no aparece resaltada como alerta inminente."
Visualización y Seguimiento en el Dashboard;47_usuario_priorizar_marcar_iniciativas;Como Usuario, necesito priorizar o marcar iniciativas basándome en la proximidad de su fecha límite, para organizar mejor mi carga de trabajo y enfocarme en lo más urgente.;El Usuario podrá asignar etiquetas o marcar manualmente iniciativas dentro de la vista de vencimientos próximos, permitiendo crear prioridades personalizadas o destacarlas para seguimiento. Estas marcas deben ser visibles y modificables desde la misma vista.;"- El usuario puede marcar o desmarcar iniciativas con una etiqueta de prioridad (p.ej., urgente, revisar, postergar).
- Las marcas son visibles en la lista de vencimientos próximos junto al nombre de la iniciativa.
- El usuario puede filtrar o ordenar la lista según las marcas asignadas.
- Las marcas se guardan y persisten en la sesión del usuario.
- La interfaz proporciona botones o iconos claros para realizar estas acciones.";"- Cambiar la prioridad oficial de la iniciativa en el sistema.
- Gestión de prioridades globales o para otros usuarios.
- Automatización de marcado sin intervención del usuario.";"- Dado que el usuario ve la lista de vencimientos, cuando marca una iniciativa como ""Urgente"", entonces la iniciativa muestra una etiqueta roja ""Urgente"".
- Dado que el usuario ha marcado varias iniciativas, cuando filtra por ""Urgente"", entonces solo se muestran las iniciativas marcadas.
- Dado que el usuario desmarca una iniciativa, cuando actualiza la vista, entonces la etiqueta desaparece."
Visualización y Seguimiento en el Dashboard;48_usuario_exportar_imprimir_vencimientos;Como Usuario, necesito exportar o imprimir la vista de vencimientos próximos, para compartir la planificación externa o documentar el estado actual de las tareas críticas.;Desde la vista de vencimientos próximos, el Usuario podrá exportar la lista completa en formato PDF o Excel, y también contar con una opción de impresión que mantenga el formato legible y ordenado para facilitar la planificación fuera del sistema.;"- El usuario puede seleccionar entre exportar a PDF o Excel desde un botón visible en la vista.
- El archivo exportado incluye nombre de iniciativa, fecha límite, estado y marcas de prioridad.
- La opción de impresión abre una vista optimizada para impresión con el contenido completo.
- La exportación respeta los filtros aplicados en la vista.
- El proceso de exportación o impresión no bloquea la interfaz ni genera errores visibles.";"- Exportar datos de iniciativas fuera de la vista de vencimientos próximos.
- Configuración avanzada de formatos o plantillas de exportación.
- Envío automático de archivos exportados por correo.";"- Dado que el usuario filtra la lista a 7 días, cuando exporta a PDF, entonces el archivo contiene solo esas iniciativas con el formato correcto.
- Dado que el usuario selecciona imprimir, cuando confirma la acción, entonces se abre el diálogo con vista optimizada para impresión.
- Dado que el usuario exporta a Excel, cuando abre el archivo, entonces las columnas y datos están completos y legibles."
Visualización y Seguimiento en el Dashboard;49_admin_consultar_vencimientos_proximos;Como Administrador, necesito consultar la lista de iniciativas con fechas límite próximas dentro de un período definido, para supervisar y asignar recursos de forma proactiva y evitar retrasos en el proyecto general.;El Administrador podrá acceder a la vista de vencimientos próximos con la capacidad de seleccionar rangos de fechas para ver todas las iniciativas próximas a vencer en la organización, con filtros adicionales si se requiere para facilitar la gestión.;"- El administrador puede seleccionar rangos de fecha para filtrar iniciativas próximas a vencer.
- La vista muestra iniciativas de todos los usuarios y proyectos bajo supervisión.
- Se incluyen columnas con nombre, responsable, fecha límite, estado y prioridad.
- La vista es accesible desde el dashboard principal con permisos administrativos.
- La lista se actualiza dinámicamente al cambiar filtros o rangos.";"- Crear o editar iniciativas directamente desde esta vista.
- Gestión de configuraciones avanzadas fuera del ámbito de esta vista.
- Visualización limitada a iniciativas propias del administrador.";"- Dado que el administrador selecciona ""Próximos 14 días"", cuando aplica el filtro, entonces se muestran iniciativas próximas de todos los usuarios.
- Dado que no hay iniciativas próximas en el rango, cuando se aplica el filtro, entonces se muestra mensaje ""No hay iniciativas próximas"".
- Dado que el administrador cambia el filtro, cuando la lista se actualiza, entonces refleja los datos correctos."
Visualización y Seguimiento en el Dashboard;50_admin_alertas_vencimientos_inminentes;Como Administrador, necesito recibir alertas visuales o notificaciones sobre vencimientos inminentes en todas las iniciativas, para anticipar problemas y reasignar recursos si es necesario.;El sistema debe mostrar alertas visuales y notificaciones en el dashboard para el Administrador que indiquen las iniciativas próximas a vencer, resaltando las que requieran atención urgente o intervención.;"- Las iniciativas próximas a vencer aparecen resaltadas con colores o iconos en la lista.
- El administrador recibe una notificación destacada en el dashboard al iniciar sesión.
- Las alertas permiten identificar rápidamente las iniciativas críticas.
- Las alertas se actualizan automáticamente según la fecha límite.
- El administrador puede descartar o marcar como revisadas las alertas.";"- Envío de alertas fuera del sistema (email, SMS).
- Configuración avanzada de alertas personalizada por administrador.
- Edición o eliminación de iniciativas desde las alertas.";"- Dado que una iniciativa vence en 1 día, cuando el administrador accede al dashboard, entonces la iniciativa aparece resaltada en rojo.
- Dado que hay 5 iniciativas próximas, cuando el administrador inicia sesión, entonces se muestra una notificación sobre las alertas.
- Dado que una iniciativa ya venció, cuando se visualiza la lista, entonces aparece con alerta crítica."
Visualización y Seguimiento en el Dashboard;51_admin_priorizar_marcar_iniciativas;Como Administrador, necesito priorizar o marcar iniciativas según la proximidad de su fecha límite, para gestionar y comunicar prioridades a los equipos de forma clara y efectiva.;El Administrador podrá asignar marcas o etiquetas personalizadas a las iniciativas en la vista de vencimientos próximos, que se reflejen para todos los usuarios con acceso, facilitando la organización y seguimiento de prioridades.;"- El administrador puede asignar y modificar etiquetas de prioridad visibles para todos los usuarios.
- Las etiquetas se muestran claramente en la lista de vencimientos próximos.
- Se permite filtrar y ordenar por estas etiquetas.
- Los cambios se guardan persistentemente y actualizan la vista para todos.
- La interfaz incluye controles accesibles para gestionar estas marcas.";"- Cambios automáticos de prioridad sin intervención.
- Gestión de etiquetas que no afecten a la vista de vencimientos próximos.
- Modificaciones de iniciativas fuera del contexto de prioridades.";"- Dado que el administrador marca una iniciativa como ""Alta prioridad"", cuando otro usuario ve la lista, entonces observa la etiqueta asignada.
- Dado que el administrador elimina una etiqueta, cuando se actualiza la vista, entonces la etiqueta desaparece para todos.
- Dado que se filtra por etiqueta ""Alta prioridad"", cuando se aplica el filtro, entonces solo se muestran iniciativas con esa marca."
Visualización y Seguimiento en el Dashboard;52_admin_exportar_imprimir_vencimientos;Como Administrador, necesito exportar o imprimir la vista de vencimientos próximos, para preparar reportes y presentaciones de seguimiento de proyectos a nivel organizacional.;Desde la vista de vencimientos próximos, el Administrador podrá exportar la información completa en formatos PDF o Excel, y también imprimirla, garantizando que el contenido sea claro, ordenado y adecuado para la distribución externa.;"- El administrador puede exportar la lista completa o filtrada a PDF o Excel.
- Los archivos exportados incluyen columnas de nombre, responsable, fecha límite, estado, prioridad y etiquetas.
- La opción de impresión genera una vista optimizada para papel, con formato limpio.
- La exportación respeta filtros y ordenamientos aplicados.
- El proceso no bloquea la interfaz ni genera errores.";"- Exportación de datos fuera de la vista de vencimientos próximos.
- Plantillas avanzadas o personalizadas de exportación.
- Envío automático de reportes generados.";"- Dado que el administrador filtra por próximos 30 días, cuando exporta a PDF, entonces el archivo contiene solo esas iniciativas.
- Dado que selecciona imprimir, cuando confirma, entonces se abre vista optimizada para impresión.
- Al exportar a Excel, cuando se abre el archivo, entonces aparece la información organizada y completa."
Visualización y Seguimiento en el Dashboard;53_usuario_error_carga_vencimientos;Como Usuario, necesito recibir un mensaje de error claro si la vista de vencimientos próximos no puede cargar las iniciativas, para entender que hay un problema y poder reportarlo o intentar nuevamente.;Si por alguna razón (problemas de conexión, errores del sistema) la vista de vencimientos próximos no carga datos, el sistema debe mostrar un mensaje de error amigable y ofrecer opciones para reintentar la carga o contactar soporte.;"- Si la carga de iniciativas falla, se muestra un mensaje ""No se pudo cargar la lista de vencimientos próximos. Intente nuevamente o contacte soporte.""
- El mensaje incluye un botón para reintentar la carga.
- El resto del dashboard permanece funcional.
- No se muestran datos incompletos o corruptos.
- El mensaje es visible y accesible en dispositivos móviles y escritorio.";"- Diagnóstico automático de errores.
- Reparación automática de datos corruptos.
- Envío automático de reportes de error sin intervención del usuario.";"- Dado un fallo en la carga, cuando el usuario accede a la vista, entonces aparece el mensaje de error.
- Dado que el usuario presiona ""Reintentar"", cuando la conexión se restablece, entonces la lista carga correctamente.
- Dado que el fallo persiste, cuando el usuario visualiza el mensaje, entonces puede acceder a información de contacto de soporte."
Visualización y Seguimiento en el Dashboard;54_admin_error_carga_vencimientos;Como Administrador, necesito recibir un mensaje de error claro si la vista de vencimientos próximos no puede cargar las iniciativas, para tomar acciones rápidas y mantener la supervisión efectiva.;Ante un fallo en la carga de iniciativas próximas, el sistema debe mostrar al Administrador un mensaje de error claro con opciones para reintentar o escalar el problema, sin afectar otras funcionalidades del dashboard.;"- Si la carga falla, se muestra un mensaje ""Error al cargar iniciativas con vencimientos próximos. Intente nuevamente o contacte soporte técnico.""
- El mensaje incluye botón para reintentar la carga.
- El resto del dashboard y funcionalidades permanecen accesibles.
- El mensaje se adapta a dispositivos móviles y escritorio.
- No se muestran datos parciales o inconsistentes.";"- Diagnóstico o reparación automática.
- Notificaciones automáticas a otros sistemas.
- Gestión avanzada de errores fuera del dashboard.";"- Dado un error de servidor, cuando el administrador accede a la vista, entonces aparece el mensaje de error.
- Dado que el administrador presiona ""Reintentar"", cuando el sistema recupera datos, entonces la lista se muestra correctamente.
- Si la falla persiste, cuando el administrador revisa el mensaje, entonces puede acceder a información para contactar soporte."
Operaciones CRUD Completas sobre Iniciativas;55_crear_iniciativa_usuario;Como Usuario, necesito un formulario intuitivo para crear nuevas iniciativas con campos obligatorios y opcionales, para registrar iniciativas rápida y correctamente.;Esta historia cubre la creación de iniciativas mediante un formulario con validaciones claras, permitiendo ingresar datos como título, descripción, responsables, estado, fecha límite y prioridad.;"- El formulario debe incluir campos obligatorios: título, responsables, estado y fecha límite.
- Campos opcionales: descripción, prioridad.
- Validaciones en tiempo real para campos obligatorios.
- Botón 'Guardar' que crea la iniciativa y muestra mensaje de éxito.
- La iniciativa creada debe aparecer en la lista y dashboard inmediatamente.
- El formulario debe ser accesible desde el menú principal.";"- Actualización o eliminación de iniciativas.
- Gestión avanzada de configuraciones.
- Acciones de administrador.";"- Dado que el usuario abre el formulario, cuando completa todos los campos obligatorios y presiona 'Guardar', entonces la iniciativa se crea y aparece en la lista.
- Dado que el usuario deja un campo obligatorio vacío, cuando intenta guardar, entonces se muestra un mensaje de error y no se crea la iniciativa.
- Dado que el usuario completa campos opcionales, cuando guarda, entonces esos datos se almacenan correctamente."
Operaciones CRUD Completas sobre Iniciativas;56_consultar_detalles_iniciativa_usuario;Como Usuario, necesito poder consultar detalles completos y actualizados de cada iniciativa a través de formularios y vistas detalladas, para facilitar el seguimiento y toma de decisiones.;Esta historia permite a los usuarios abrir una vista detallada de una iniciativa desde listas o dashboards para revisar toda la información registrada y actualizada.;"- El usuario puede acceder desde la lista o dashboard a la vista detallada.
- La vista muestra todos los campos: título, descripción, responsables, estado, fecha límite, prioridad.
- La información mostrada es la más reciente según la base de datos.
- La vista es responsive y legible en dispositivos móviles y escritorio.
- La vista permite cerrar y regresar a la lista sin perder contexto.";"- Edición o eliminación desde esta vista.
- Visualización en formatos distintos a formulario detallado.
- Funciones exclusivas de administrador.";"- Dado que el usuario selecciona una iniciativa, cuando abre la vista detallada, entonces se muestran todos los datos actualizados.
- Dado que la información fue modificada recientemente, cuando se accede, entonces se refleja el cambio.
- Dado que el usuario usa un móvil, cuando abre la vista, entonces la información es legible y usable."
Operaciones CRUD Completas sobre Iniciativas;57_tabla_filtrable_iniciativas_usuario;Como Usuario, necesito visualizar las iniciativas en una tabla filtrable para buscar y comparar datos fácilmente, para agilizar la localización de iniciativas relevantes.;Esta historia provee una vista en formato tabla con columnas configurables y filtros por estado, prioridad, fechas y responsables para facilitar la búsqueda.;"- La tabla muestra columnas: título, estado, prioridad, fecha límite, responsables.
- Hay filtros desplegables o campos para estado, prioridad, fechas y responsables.
- Al aplicar filtros, la tabla actualiza solo las iniciativas que cumplen criterios.
- Se puede ordenar columnas ascendente y descendente.
- La tabla se adapta a dispositivos móviles con scroll horizontal y vertical.";"- Edición directa desde la tabla.
- Visualización en otros formatos como dashboard o Kanban.
- Funciones exclusivas de administrador.";"- Dado que el usuario selecciona un filtro por estado, cuando se aplica, entonces sólo se muestran iniciativas con ese estado.
- Dado que el usuario ordena la columna prioridad, cuando hace clic, entonces la tabla ordena correctamente.
- Dado que el usuario accede desde móvil, cuando usa filtros, entonces la tabla es usable y legible."
Operaciones CRUD Completas sobre Iniciativas;58_dashboard_iniciativas_usuario;Como Usuario, necesito visualizar iniciativas en un dashboard con gráficos y resúmenes, para tener una visión rápida del estado global y prioridades.;Esta historia permite al usuario acceder a un dashboard visual donde se representan gráficamente las iniciativas según estado, prioridad y fechas límite.;"- El dashboard incluye gráficos de barras o pastel por estado y prioridad.
- Muestra resumen numérico de iniciativas totales, en progreso, finalizadas.
- Permite interacción para filtrar datos visualizados.
- El dashboard se actualiza en tiempo real con cambios de iniciativas.
- El dashboard es responsive y accesible desde dispositivos móviles.";"- Edición directa desde el dashboard.
- Visualización en tablas o formularios detallados.
- Permisos y funciones exclusivas de administrador.";"- Dado que el usuario abre el dashboard, cuando ve los gráficos, entonces reflejan datos actuales.
- Dado que el usuario filtra por prioridad alta, cuando aplica filtro, entonces los gráficos se actualizan.
- Dado que el usuario usa móvil, cuando accede al dashboard, entonces la visualización es correcta y usable."
Operaciones CRUD Completas sobre Iniciativas;59_filtros_avanzados_iniciativas_usuario;Como Usuario, necesito un sistema de filtros avanzados para filtrar iniciativas por estado, prioridad, fechas y responsables, para encontrar rápidamente las iniciativas que me interesan.;Esta historia se centra en la implementación de filtros combinables y persistentes para facilitar la búsqueda y segmentación de iniciativas en vistas de tabla y listas.;"- El usuario puede seleccionar uno o más filtros simultáneamente.
- Los filtros incluyen estado, prioridad, rango de fechas y responsables.
- Al aplicar filtros, sólo se muestran iniciativas que coinciden con todos los criterios.
- Los filtros son persistentes al navegar entre vistas.
- Existe opción para limpiar todos los filtros con un solo botón.";"- Creación o edición de iniciativas.
- Visualización en dashboard o Kanban.
- Funciones exclusivas de administrador.";"- Dado que el usuario aplica filtros por estado y responsable, cuando los activa, entonces sólo se muestran iniciativas que cumplen ambos.
- Dado que el usuario limpia los filtros, cuando presiona limpiar, entonces se muestran todas las iniciativas.
- Dado que el usuario navega a otra vista, cuando regresa, entonces los filtros siguen activos."
Operaciones CRUD Completas sobre Iniciativas;60_crear_iniciativa_administrador;Como Administrador, necesito un formulario para crear nuevas iniciativas con campos obligatorios y opcionales, para registrar proyectos desde el nivel de administración con precisión.;Incluye formulario similar al de Usuario pero con acceso administrativo, asegurando que el administrador pueda crear iniciativas con total control desde la interfaz dedicada.;"- El formulario incluye todos los campos obligatorios y opcionales descritos para usuarios.
- Se permite asignar responsables con funcionalidades avanzadas (búsqueda y selección múltiple).
- Validaciones en tiempo real y mensajes claros.
- Confirmación visual tras creación exitosa.
- El administrador puede acceder al formulario desde el panel de control administrativo.";"- Edición o eliminación desde esta historia.
- Visualización en formatos distintos.
- Acciones exclusivas del usuario no administrador.";"- Dado que el administrador abre el formulario, cuando completa los campos y guarda, entonces la iniciativa se crea correctamente.
- Dado que el administrador deja un campo obligatorio vacío, cuando intenta guardar, entonces se muestra error y no se crea.
- Dado que asigna varios responsables, cuando guarda, entonces todos quedan registrados."
Operaciones CRUD Completas sobre Iniciativas;61_consultar_detalles_iniciativa_administrador;Como Administrador, necesito consultar detalles completos y actualizados de cada iniciativa mediante vistas detalladas, para supervisar el estado y contenido de los proyectos.;Esta historia habilita la visualización completa con detalles administrativos, asegurando que el administrador pueda revisar toda la información de la iniciativa desde cualquier vista.;"- Acceso a vista detallada desde listas, dashboard o panel administrativo.
- Visualización completa de todos los campos, incluyendo metadata administrativa.
- Información siempre sincronizada con la base de datos.
- Vista responsive y con navegación sencilla.
- Posibilidad de cerrar y volver a la vista previa sin perder contexto.";"- Edición o eliminación desde esta historia.
- Configuraciones avanzadas no relacionadas con visualización.
- Funciones exclusivas de usuario estándar.";"- Dado que el administrador selecciona una iniciativa, cuando abre la vista, entonces se muestra toda la información actualizada.
- Dado que la iniciativa fue modificada, cuando se consulta, entonces se refleja el cambio.
- Dado que usa dispositivo móvil, cuando abre la vista, entonces la presentación es adecuada."
